학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,lat,long,데이터기준일자,제공기관코드,제공기관명
B000002057,서울상곡초등학교,초등학교,1989-05-03,공립,본교,운영,서울특별시 노원구 상계동 678,서울특별시 노원구 노원로38길 34,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.66290401,127.0620747,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001908,선일초등학교,초등학교,1965-09-27,사립,본교,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.62030421,126.9119931,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011801,서울공연예술고등학교,고등학교,1966-10-02,사립,본교,운영,서울특별시 구로구 궁동 147-1,서울특별시 구로구 오리로22나길 16-26,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.49993066,126.8326087,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002014,서울대길초등학교,초등학교,1983-09-14,공립,본교,운영,서울특별시 영등포구 신길동 4482,서울특별시 영등포구 대방천로 206,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.49811236,126.9131739,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002338,서울인헌초등학교,초등학교,1980-04-02,공립,본교,운영,서울특별시 관악구 봉천동 212-3,서울특별시 관악구 낙성대로 23,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47675499,126.9598639,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013449,이화여자고등학교,고등학교,1886-05-31,사립,본교,운영,서울특별시 중구 정동 32-1,서울특별시 중구 정동길 26,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.56617664,126.9713244,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002265,서울방배초등학교,초등학교,1975-09-12,공립,본교,운영,서울특별시 서초구 방배동 861-1,서울특별시 서초구 방배중앙로13길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.4867641,126.9871924,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002190,서울목운초등학교,초등학교,2009-03-01,공립,본교,운영,서울특별시 양천구 목동 922,서울특별시 양천구 목동동로 235,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.52700952,126.8730442,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012074,잠실고등학교,고등학교,1983-04-04,공립,본교,운영,서울특별시 송파구 신천동 17-1,서울특별시 송파구 올림픽로33길 71,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.52293043,127.106515,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000022763,서울공항초등학교,초등학교,1983-03-02,공립,본교,운영,서울특별시 강서구 마곡동 397-2,서울특별시 강서구 마곡서1로 68,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56302167,126.8216459,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008320,성재중학교,중학교,1995-03-01,공립,본교,운영,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56944938,126.8452953,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002292,서울대현초등학교,초등학교,1985-05-08,공립,본교,운영,서울특별시 강남구 대치동 969,서울특별시 강남구 역삼로98길 16,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.50372159,127.0635654,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001906,서울대은초등학교,초등학교,1982-10-08,공립,본교,운영,서울특별시 은평구 대조동 82-5,서울특별시 은평구 통일로69길 12-15,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.61236712,126.9258698,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012032,영등포여자고등학교,고등학교,1953-03-31,공립,본교,운영,서울특별시 영등포구 신길동 184-3,서울특별시 영등포구 영등포로62길 13,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.51538845,126.9153563,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002147,서울삼전초등학교,초등학교,1983-05-10,공립,본교,운영,서울특별시 송파구 삼전동 63,서울특별시 송파구 백제고분로28길 19,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.50169984,127.0932689,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011339,서울신정고등학교,고등학교,1978-03-01,사립,본교,운영,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.53838143,126.8570622,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002355,서울동명초등학교,초등학교,1944-10-10,공립,본교,운영,서울특별시 성동구 마장동 556,서울특별시 성동구 마장로29길 29,7010000,서울특별시교육청,7111000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.56812285,127.0351082,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011968,불암고등학교,고등학교,2005-03-02,공립,본교,운영,서울특별시 노원구 중계동 364-10,서울특별시 노원구 중계로 155,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64915853,127.0803058,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008124,연서중학교,중학교,1971-10-28,공립,본교,운영,서울특별시 은평구 증산동 193-21,서울특별시 은평구 증산서길 125-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.58704446,126.9092766,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002097,서울덕수초등학교,초등학교,1912-04-01,공립,본교,운영,서울특별시 중구 정동 1-76,서울특별시 중구 덕수궁길 140,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.56908888,126.9746579,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011338,화곡보건경영고등학교,고등학교,1987-03-01,사립,본교,운영,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.5484056,126.8326573,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011939,대원여자고등학교,고등학교,1983-05-20,사립,본교,운영,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.56249619,127.0894052,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002133,서울송전초등학교,초등학교,1978-10-31,공립,본교,운영,서울특별시 송파구 잠실동 44-2,서울특별시 송파구 석촌호수로 159,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.50881326,127.0951265,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002286,서울개일초등학교,초등학교,1987-09-01,공립,본교,운영,서울특별시 강남구 개포동 174,서울특별시 강남구 개포로 401,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-28,37.48621414,127.0577406,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001918,서울대신초등학교,초등학교,1965-03-10,공립,본교,운영,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.55795026,126.9480572,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012071,서울세종고등학교,고등학교,1958-12-28,사립,본교,운영,서울특별시 강남구 수서동 711,서울특별시 강남구 광평로51길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49038935,127.1027968,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011323,서울아이티고등학교,고등학교,1992-10-30,사립,본교,운영,서울특별시 노원구 중계동 504,서울특별시 노원구 섬밭로 299,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64241844,127.0624493,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001936,서울서강초등학교,초등학교,1937-04-01,공립,본교,운영,서울특별시 마포구 상수동 1-1,서울특별시 마포구 독막로 113,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.54869715,126.9268512,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008303,신서중학교,중학교,1983-03-04,공립,본교,운영,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 206,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.51596644,126.8550164,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008188,대영중학교,중학교,1988-05-02,공립,본교,운영,서울특별시 영등포구 신길동 342-49,서울특별시 영등포구 도림로80가길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.50343784,126.905208,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002421,서울삼각산초등학교,초등학교,2002-03-01,공립,본교,운영,서울특별시 강북구 미아동 1353-10,서울특별시 강북구 삼양로19길 141,7010000,서울특별시교육청,7121000,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.61614897,127.0145684,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001846,서울안평초등학교,초등학교,1990-10-10,공립,본교,운영,서울특별시 동대문구 장안동 353-1,서울특별시 동대문구 장한로14길 61,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.56596821,127.0720334,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008298,성덕여자중학교,중학교,1977-09-05,사립,본교,운영,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.54996367,127.1419039,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002393,서울동신초등학교,초등학교,1948-11-01,공립,본교,운영,서울특별시 성북구 보문동3가 228,서울특별시 성북구 보문사길 50,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.58328787,127.017058,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011932,성심여자고등학교,고등학교,1960-04-01,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.53420937,126.9545934,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011790,서울국제고등학교,고등학교,2008-05-07,공립,본교,운영,서울특별시 종로구 명륜1가 1-27,서울특별시 종로구 성균관로13길 40,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.59179115,126.9954907,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008462,성암여자중학교,중학교,1960-10-01,사립,본교,운영,서울특별시 강북구 미아동 320-1,서울특별시 강북구 도봉로29길 52,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.62041353,127.0239059,2024-03-22,C738100,청주대학교 지방교육재정연구원
