번호,사업장명,소재지전체주소,도로명전체주소,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,인허가번호,상세영업상태명,lat,long
1920,구립모랫말경로당,서울특별시 영등포구 도림동 ,,19890706,운영중,,,,,,,215.0,0.0,0.0,3180000198900004,운영,37.5094388403259,126.895944463887
1919,구립미루나무길경로당,서울특별시 영등포구 도림동 81-2번지 ,,19890706,운영중,,,,,,,57.0,0.0,0.0,3180000198900003,운영,37.5093837566734,126.906462961291
1917,영등포2동제2경로당,서울특별시 영등포구 영등포동2가 29-0084번지 ,,19890706,운영중,,,,,,,30.0,0.0,0.0,3180000198900001,운영,37.522129938627,126.910002619637
1916,중앙경로당,서울특별시 영등포구 영등포동5가 41-0008번지 ,,19890706,운영중,,,,,,,22.0,0.0,0.0,3180000196600001,운영,37.5207517857271,126.906890848518
1915,구립동심경로당,서울특별시 영등포구 대림동 742번지 ,,19890706,운영중,,,,,,,41.0,0.0,0.0,3180000198900049,운영,37.4984437909426,126.89729019363
1914,우6성2차아파트경로당,서울특별시 영등포구 신길동 4518번지 ,,19890706,운영중,,,,,,,40.0,0.0,0.0,3180000198900048,운영,37.4982165063335,126.912565038201
1912,남서울아파트경로당,서울특별시 영등포구 신길동 3590번지 ,,19890706,운영중,,,,,,,20.0,0.0,0.0,3180000198900046,운영,37.5012744827822,126.910469958153
1911,신길6동 분회 경로당,서울특별시 영등포구 신길동 ,,19890706,운영중,,,,,,,0.0,0.0,0.0,3180000198900045,운영,37.5041663202169,126.91406973946
1910,구립신길6동경로당,서울특별시 영등포구 신길동 3741-37번지 ,,19890706,운영중,,,,,,,0.0,0.0,0.0,3180000198900044,운영,37.4992022058234,126.912441866538
1909,건영아파트경로당,서울특별시 영등포구 신길동 364번지 ,,19890706,운영중,,,,,,,30.0,0.0,0.0,3180000198900043,운영,37.5057437220201,126.901288621319
1908,우성1차아파트경로당,서울특별시 영등포구 신길동 364번지 ,,19890706,운영중,,,,,,,40.0,0.0,0.0,3180000198900042,운영,37.5057437220201,126.901288621319
1907,구립신길3동경로당,서울특별시 영등포구 신길동 290-8번지 ,,19890706,운영중,,,,,,,44.0,0.0,0.0,3180000198900041,운영,37.5085230065398,126.906550784898
1906,양평2동분회경로당,서울특별시 영등포구 양평동4가 66-6번지 ,,19890706,운영중,,,,,,,134.0,0.0,0.0,3180000198900040,운영,37.5361870857787,126.896264731417
1904,삼성아파트경로당,서울특별시 영등포구 양평동2가 38-1번지 ,,19890706,운영중,,,,,,,25.0,0.0,0.0,3180000198900038,운영,37.5243961073332,126.882570707837
1902,양남경로당,서울특별시 영등포구 양평동1가 171-1번지 ,,19890706,운영중,,,,,,,60.0,0.0,0.0,3180000198900036,운영,37.5229168136066,126.888777546334
1901,문래두산위브,서울특별시 영등포구 문래동5가 14번지 ,,19890706,운영중,,,,,,,30.0,0.0,0.0,3180000198900035,운영,37.5168756500972,126.885817922217
1900,한신아파트경로당,서울특별시 영등포구 문래동6가 43번지 ,,19890706,운영중,,,,,,,23.0,0.0,0.0,3180000198900034,운영,37.5193104127992,126.884042886578
1899,현대2차아파트경로당,서울특별시 영등포구 문래동6가 45번지 ,,19890706,운영중,,,,,,,23.0,0.0,0.0,3180000198900033,운영,37.5204421670597,126.882860836863
1898,현대1차아파트경로당,서울특별시 영등포구 문래동6가 46번지 ,,19890706,운영중,,,,,,,30.0,0.0,0.0,3180000198900032,운영,37.5195213830079,126.882810920265
1897,구립목화경로당,서울특별시 영등포구 문래동4가 35-7번지 ,,19890706,운영중,,,,,,,70.0,0.0,0.0,3180000198900031,운영,37.5142621239496,126.890204166691
1896,문래공원한신아파트경로당,서울특별시 영등포구 문래동3가 ,,19890706,운영중,,,,,,,0.0,0.0,0.0,3180000198900030,운영,37.5165971793935,126.896816819326
1895,일심경로당,서울특별시 영등포구 문래동3가 31-1번지 ,,19890706,운영중,,,,,,,40.0,0.0,0.0,3180000198900029,운영,37.5186158853222,126.899438369494
1894,문래제2경로당,서울특별시 영등포구 문래동3가 ,,19890706,운영중,,,,,,,30.0,0.0,0.0,3180000198900028,운영,37.5165971793935,126.896816819326
1893,구립문래제1경로당,서울특별시 영등포구 문래동3가 73-1번지 ,,19890706,운영중,,,,,,,100.0,0.0,0.0,3180000198900027,운영,37.5184621688017,126.893971836632
1892,구립신길7동경로당,서울특별시 영등포구 신길동 869번지 ,,19890706,운영중,,,,,,,50.0,0.0,0.0,3180000198900026,운영,37.5058574565674,126.922187250254
1891,롯데캐슬아이비아파트경로당,서울특별시 영등포구 여의도동 43-4번지 ,,19890705,운영중,,,,,,,20.0,0.0,0.0,3180000198900024,운영,37.5201951845943,126.931743565817
1890,미성아파트경로당,서울특별시 영등포구 여의도동 37-2번지 ,,19890706,운영중,,,,,,,30.0,0.0,0.0,3180000198900023,운영,37.5193091768531,126.92483236581
1889,현대3차아파트경로당,서울특별시 영등포구 당산동4가 88번지 ,,19890706,운영중,,,,,,,45.0,0.0,0.0,3180000198900022,운영,37.5310603162321,126.89638327158
1888,우성5차아파트경로당,서울특별시 영등포구 신길동 4933번지 ,,19940407,운영중,,,,,,,52.0,0.0,0.0,3180000199400004,운영,37.506772688615,126.903492486264
1887,성원아파트경로당,서울특별시 영등포구 양평동4가 12번지 ,,19970407,운영중,,,,,,,78.0,0.0,0.0,3180000199400003,운영,37.5342936373846,126.893936076898
1886,현대아파트경로당,서울특별시 영등포구 당산동2가 164번지 ,,19940521,운영중,,,,,,,79.0,0.0,0.0,3180000199400002,운영,37.5236014309912,126.894917191256
1885,구립영등포본동경로당,서울특별시 영등포구 영등포동 620-50번지 ,,19940908,운영중,,,,,,,55.0,0.0,0.0,3180000199400001,운영,37.5128845610455,126.90663119691
1884,현대1차아파트경로당,서울특별시 영등포구 대림동 785-1번지 ,,19930628,운영중,,,,,,,33.0,0.0,0.0,3180000199300004,운영,37.5021418472898,126.894898417631
1883,현대5차아파트경로당,서울특별시 영등포구 문래동5가 23-1번지 ,,19930601,운영중,,,,,,,22.0,0.0,0.0,3180000199300002,운영,37.5176134940523,126.883159021238
1882,구립양평1동경로당,서울특별시 영등포구 양평동1가 205번지 ,,19920625,운영중,,,,,,,50.0,0.0,0.0,3180000199200004,운영,37.5233254263497,126.888213691552
1881,광장아파트경로당,서울특별시 영등포구 여의도동 28번지 ,,19920122,운영중,,,,,,,20.0,0.0,0.0,3180000199200003,운영,37.5207574349643,126.920812405559
1880,시범아파트경로당,서울특별시 영등포구 여의도동 50-2번지 ,,19920121,운영중,,,,,,,53.0,0.0,0.0,3180000199200002,운영,37.5211505192912,126.938296956263
1879,구립영길경로당,서울특별시 영등포구 신길동 54-8번지 ,,19920716,운영중,,,,,,,0.0,0.0,0.0,3180000199200001,운영,37.5156721940009,126.917809080102
1878,우성3차아파트경로당,서울특별시 영등포구 신길동 4656번지 ,,19900120,운영중,,,,,,,0.0,0.0,0.0,3180000199100007,운영,37.4971496670179,126.908923918028
1877,신동아아파트경로당,서울특별시 영등포구 양평동1가 20번지 ,,19911001,운영중,,,,,,,20.0,0.0,0.0,3180000199100006,운영,37.522150635404,126.886539979727
1876,벽산아파트경로당,서울특별시 영등포구 양평동2가 23번지 ,,19910310,운영중,,,,,,,40.0,0.0,0.0,3180000199100005,운영,37.5222797950425,126.882985680027
1875,남성아파트경로당,서울특별시 영등포구 문래동2가 ,,19910218,운영중,,,,,,,33.0,0.0,0.0,3180000199100004,운영,37.5127447489725,126.893057862261
1874,우성아파트경로당,서울특별시 영등포구 신길동 ,,19910410,운영중,,,,,,,0.0,0.0,0.0,3180000199100003,운영,37.5041663202169,126.91406973946
1873,구립다사랑경로당,서울특별시 영등포구 대림동 703-6번지 ,,19910731,운영중,,,,,,,40.0,0.0,0.0,3180000199100002,운영,37.4927818104719,126.899424166055
1872,구립영중경로당,서울특별시 영등포구 영등포동7가 ,,19910629,운영중,,,,,,,65.0,0.0,0.0,3180000199100001,운영,37.5240155727984,126.907114627945
1871,구립신우경로당,서울특별시 영등포구 대림동 657번지 ,,19900616,운영중,,,,,,,46.0,0.0,0.0,3180000199000004,운영,37.503320411119,126.899193115625
1870,구립신길5제2경로당,서울특별시 영등포구 신길동 ,,19900619,운영중,,,,,,,89.0,0.0,0.0,3180000199000002,운영,37.5041663202169,126.91406973946
1869,할머니경로당,서울특별시 영등포구 영등포동5가 34-0016번지 ,,19900120,운영중,,,,,,,35.0,0.0,0.0,3180000199000001,운영,37.5207798876233,126.907797704158
1868,신동아아파트경로당,서울특별시 영등포구 대림동 777-1번지 ,,19890706,운영중,,,,,,,34.0,0.0,0.0,3180000198900052,운영,37.497061865812,126.894672808254
1867,우성아파트경로당,서울특별시 영등포구 대림동 762-1번지 ,,19890706,운영중,,,,,,,35.0,0.0,0.0,3180000198900051,운영,37.4963770821984,126.90089916339
1866,구립원지경로당,서울특별시 영등포구 대림동 690번지 ,,19890706,운영중,,,,,,,48.0,0.0,0.0,3180000198900050,운영,37.4980916900698,126.899610423296
1865,문래건영아파트경로당,서울특별시 영등포구 문래동3가 93-1번지 ,,19981015,운영중,,,,,,,24.0,0.0,0.0,3180000199800010,운영,37.5183980014505,126.892459322492
1864,삼환아파트경로당,서울특별시 영등포구 신길동 897-1번지 ,,19981117,운영중,,,,,,,69.0,0.0,0.0,3180000199800009,운영,37.5081540942389,126.919331418736
1863,성원아파트경로당,서울특별시 영등포구 당산동5가 40번지 ,,19980612,운영중,,,,,,,35.0,0.0,0.0,3180000199800008,운영,37.5344147856697,126.89956254627
1862,삼성2차아파트경로당,서울특별시 영등포구 당산동4가 94-1번지 ,,19980428,운영중,,,,,,,23.0,0.0,0.0,3180000199800007,운영,37.5278539911899,126.89843233437
1861,삼성1차아파트경로당,서울특별시 영등포구 당산동 374번지 ,,19980920,운영중,,,,,,,33.0,0.0,0.0,3180000199800006,운영,37.5342052375202,126.905712391423
1859,진로아파트경로당,서울특별시 영등포구 당산동1가 16-1번지 ,,19980220,운영중,,,,,,,57.0,0.0,0.0,3180000199800004,운영,37.5206528936117,126.896336466877
1858,영등포로타리경로당,서울특별시 영등포구 영등포동5가 ,,19981015,운영중,,,,,,,0.0,0.0,0.0,3180000199800002,운영,37.5210743651059,126.906688412883
1857,영등포동1가경로당,서울특별시 영등포구 영등포동1가 94-0002번지 ,,19980720,운영중,,,,,,,42.0,0.0,0.0,3180000199800001,운영,37.5177534119374,126.913137240393
1855,삼성아파트경로당,서울특별시 영등포구 신길동 4759번지 ,,19970925,운영중,,,,,,,0.0,0.0,0.0,3180000199700005,운영,37.4963597218514,126.911248303182
1854,현대아파트경로당,서울특별시 영등포구 양평동3가 79-4번지 ,,19971001,운영중,,,,,,,30.0,0.0,0.0,3180000199700004,운영,37.5320659499141,126.895595005789
1853,한신아파트경로당,서울특별시 영등포구 양평동1가 14-1번지 ,,19971001,운영중,,,,,,,25.0,0.0,0.0,3180000199700003,운영,37.5216371279698,126.888118133469
1852,현대6차아파트경로당,서울특별시 영등포구 문래동6가 55-1번지 ,,19971107,운영중,,,,,,,35.0,0.0,0.0,3180000199700002,운영,37.5184314503883,126.883824685897
1851,한성아파트경로당,서울특별시 영등포구 신길동 769-1번지 ,,19970925,운영중,,,,,,,0.0,0.0,0.0,3180000199700001,운영,37.5046770229472,126.919326677841
1850,한신아파트경로당,서울특별시 영등포구 양평동5가 76번지 ,,19960823,운영중,,,,,,,53.0,0.0,0.0,3180000199600005,운영,37.5401145097335,126.892103512609
1849,구립대림1동경로당,서울특별시 영등포구 대림동 899-2번지 ,,19960131,운영중,,,,,,,80.0,0.0,0.0,3180000199600004,운영,37.4954559008907,126.905979265145
1848,구립이화경로당,서울특별시 영등포구 영등포동3가 13-0009번지 ,,19960906,운영중,,,,,,,50.0,0.0,0.0,3180000199600002,운영,37.5180460118908,126.909594195724
1847,영등포지회직할경로당,서울특별시 영등포구 영등포동3가 19-0003번지 ,,19930611,운영중,,,,,,,27.0,0.0,0.0,3180000199600001,운영,37.5177458996571,126.90728494797
1846,구립남부경로당,서울특별시 영등포구 당산동4가 57번지 ,,19950315,운영중,,,,,,,60.0,0.0,0.0,3180000199500002,운영,37.5292788910969,126.897454849899
1845,구립당산1동경로당,서울특별시 영등포구 당산동1가 223-18번지 ,,19950807,운영중,,,,,,,0.0,0.0,0.0,3180000199500001,운영,37.523070063438,126.898469250383
1844,코오롱아파트경로당,서울특별시 영등포구 대림동 607-1번지 ,,20000529,운영중,,,,,,,27.0,0.0,0.0,3180000200000005,운영,37.5069644904387,126.894913824416
1843,한솔아파트경로당,서울특별시 영등포구 양평동6가 99번지 ,,20000225,운영중,,,,,,,34.0,0.0,0.0,3180000200000004,운영,37.5444068820308,126.887861195758
1842,구립율산경로당,서울특별시 영등포구 신길동 9-102번지 ,,20000628,운영중,,,,,,,50.0,0.0,0.0,3180000200000003,운영,37.5157301462988,126.922637824404
1841,당산효성1차(아)경로당,서울특별시 영등포구 당산동5가 12번지 ,,20000529,운영중,,,,,,,30.0,0.0,0.0,3180000200000002,운영,37.530620458402,126.901773216588
1840,동아에코빌(아) 경로당,서울특별시 영등포구 도림동 165-1번지 ,,20000715,운영중,,,,,,,31.0,0.0,0.0,3180000200000001,운영,37.5091514028001,126.8987236998
1839,거성파스텔아파트경로당,서울특별시 영등포구 양평동3가 90-1번지 ,,19990920,운영중,,,,,,,27.0,0.0,0.0,3180000199900009,운영,37.5314993906787,126.891879015082
1838,경남아파트경로당,서울특별시 영등포구 신길동 ,,19991129,운영중,,,,,,,38.0,0.0,0.0,3180000199900007,운영,37.5041663202169,126.91406973946
1837,구립창신경로당,서울특별시 영등포구 신길동 89-197번지 ,,19960925,운영중,,,,,,,54.0,0.0,0.0,3180000199900006,운영,37.5099660333002,126.920690004373
1836,한강아파트경로당,서울특별시 영등포구 당산동4가 29번지 ,,19991104,운영중,,,,,,,26.0,0.0,0.0,3180000199900005,운영,37.5279617763568,126.902744092762
1835,현대아파트경로당,서울특별시 영등포구 대림동 946-1번지 ,,19991209,운영중,,,,,,,34.0,0.0,0.0,3180000199900004,운영,37.4930271633818,126.908176269801
1834,도림한라아파트경로당,서울특별시 영등포구 도림동 ,,19991021,운영중,,,,,,,0.0,0.0,0.0,3180000199900003,운영,37.5094388403259,126.895944463887
1833,삼환아파트경로당,서울특별시 영등포구 영등포동8가 76-0001번지 ,,19991021,운영중,,,,,,,72.0,0.0,0.0,3180000199900002,운영,37.5294570027376,126.905087646303
1832,경남아파트경로당,서울특별시 영등포구 영등포동7가 46-0001번지 ,,19990529,운영중,,,,,,,27.0,0.0,0.0,3180000199900001,운영,37.5239607571176,126.902706977756
1831,현대3차아파트경로당,서울특별시 영등포구 대림동 608-1번지 ,,19980323,운영중,,,,,,,82.0,0.0,0.0,3180000199800016,운영,37.5055326031402,126.895613306369
1830,구립양화경로당,서울특별시 영등포구 양평동6가 68번지 ,,19980106,운영중,,,,,,,40.0,0.0,0.0,3180000199800015,운영,37.5428898438013,126.889940189218
1829,구립적십자경로당,서울특별시 영등포구 양평동3가 36번지 ,,19980706,운영중,,,,,,,34.0,0.0,0.0,3180000199800014,운영,37.5268740891156,126.887430513678
1828,문래미원아파트경로당,서울특별시 영등포구 문래동6가 54번지 ,,19980409,운영중,,,,,,,22.0,0.0,0.0,3180000199800013,운영,37.519886283735,126.886402122097
1827,베어스타운아파트경로당,서울특별시 영등포구 문래동6가 38-1번지 ,,19980409,운영중,,,,,,,35.0,0.0,0.0,3180000199800012,운영,37.5191290369521,126.885238037168
1826,현대3차아파트경로당,서울특별시 영등포구 문래동5가 21번지 ,,19981117,운영중,,,,,,,33.0,0.0,0.0,3180000199800011,운영,37.5161066557991,126.884440462108
1824,당산2차효성타운경로당,서울특별시 영등포구 당산동5가 13번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800015,운영,37.5310492259521,126.900673420646
1823,당산현대5차아파트경로당,서울특별시 영등포구 당산동4가 30-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800014,운영,37.5296404475771,126.900812746942
1822,문화경로당,서울특별시 영등포구 당산동3가 124번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800013,운영,37.526537295047,126.89825503537
1821,SH아파트경로당,서울특별시 영등포구 당산동3가 562번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800012,운영,37.5242094426054,126.901521885042
1820,코오롱아파트경로당,서울특별시 영등포구 당산동1가 9-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800011,운영,37.5199845372357,126.899260518431
1819,대우아파트경로당,서울특별시 영등포구 당산동2가 16-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800010,운영,37.5211689109638,126.893016993992
1818,동부센트레빌경로당,서울특별시 영등포구 당산동3가 561번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800009,운영,37.5244567573023,126.900434866955
1817,당산푸르지오경로당,서울특별시 영등포구 영등포동8가 91번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800008,운영,37.5300550973293,126.906341554968
1816,현대프라자경로당,서울특별시 영등포구 영등포동5가 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800007,운영,37.5210743651059,126.906688412883
1815,삼각지경로당,서울특별시 영등포구 영등포동3가 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800006,운영,37.5182713776918,126.90787737105
1814,두산위브아파트경로당,서울특별시 영등포구 영등포동 649번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800005,운영,37.5148599219141,126.91300418101
1813,대우드림타운1단지경로당,서울특별시 영등포구 영등포동 647번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800004,운영,37.5115335007354,126.90238989779
1812,영등포푸르지오2단지경로당,서울특별시 영등포구 영등포동 647-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800003,운영,37.5120617184597,126.904544817896
1811,순영경로당,서울특별시 영등포구 영등포동 648번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800002,운영,37.5165365466663,126.913300291532
1810,삼성래미안아파트경로당,서울특별시 영등포구 신길동 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800043,운영,37.5041663202169,126.91406973946
1809,삼성아파트112동경로당,서울특별시 영등포구 신길동 4934-2번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800042,운영,37.507403824045,126.913593154321
1808,신기목련경로당,서울특별시 영등포구 신길동 4935번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800041,운영,37.5084064349722,126.914921289635
1807,6차현대아파트경로당,서울특별시 영등포구 양평동3가 101번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800040,운영,37.5318487496203,126.893510634364
1806,동보아파트경로당,서울특별시 영등포구 양평동5가 9-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800039,운영,37.5379740219102,126.890945257143
1805,동양아파트경로당,서울특별시 영등포구 양평동6가 100번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800038,운영,37.5420953681164,126.889774229935
1804,경남2차아파트경로당,서울특별시 영등포구 양평동4가 51-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800037,운영,37.5356645579006,126.89622166872
1803,삼호한숲아파트경로당,서울특별시 영등포구 양평동4가 94번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800036,운영,37.5368708718605,126.893750376088
1802,구립양평동4가경로당,서울특별시 영등포구 양평동4가 238-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800035,운영,37.5382091089285,126.896263401262
1801,양평역월드메르디앙아파트경로당,서울특별시 영등포구 양평동3가 19번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800034,운영,37.5260060616108,126.886768091279
1800,경남아파트경로당,서울특별시 영등포구 양평동3가 55-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800033,운영,37.5272172458791,126.888343075419
1799,우림루미아트경로당,서울특별시 영등포구 양평동3가 102번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800032,운영,37.5266187666336,126.888021660823
1798,신벽산아파트경로당,서울특별시 영등포구 양평동2가 39-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800031,운영,37.5230551981156,126.882170652449
1797,삼천리아파트경로당,서울특별시 영등포구 양평동3가 24번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800030,운영,37.5261331311123,126.885582081027
1796,삼호아파트경로당,서울특별시 영등포구 양평동3가 66번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800029,운영,37.5283213879865,126.892777800058
1795,상록수아파트경로당,서울특별시 영등포구 양평동2가 45번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800028,운영,37.5237774483018,126.883540257535
1794,인화경로당,서울특별시 영등포구 양평동1가 1-9번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800027,운영,37.5211533389679,126.891355827173
1793,문래대림아파트경로당,서울특별시 영등포구 문래동5가 14번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800025,운영,37.5168756500972,126.885817922217
1792,문래삼환아파트경로당,서울특별시 영등포구 문래동4가 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800024,운영,37.5144572928257,126.889829482109
1791,문래금호어울림아파트경로당,서울특별시 영등포구 문래동3가 97번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800023,운영,37.519074190752,126.897615078392
1790,문래현대홈타운경로당,서울특별시 영등포구 문래동3가 문래동 현대 홈타운 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800022,운영,37.514512435285,126.903309799574
1789,문래자이아파트경로당,서울특별시 영등포구 문래동3가 54번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800021,운영,37.5161435802169,126.896777740873
1788,도림청구아파트경로당,서울특별시 영등포구 도림동 221-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800020,운영,37.5091665664743,126.895343471061
1787,구립도림2동경로당,서울특별시 영등포구 도림동 205-23번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800019,운영,37.5097107584702,126.897484452825
1786,당산삼성래미안아파트경로당,서울특별시 영등포구 당산동5가 42번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800018,운영,37.5319563586232,126.903064856106
1785,당산금호어울림아파트경로당,서울특별시 영등포구 당산동4가 95번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800017,운영,37.5284487829851,126.901242531417
1784,대림성원아파트경로당,서울특별시 영등포구 대림동 650번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800053,운영,37.5038414805746,126.896607959674
1783,구립대림3동경로당,서울특별시 영등포구 대림동 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800052,운영,37.4925087229048,126.902006335554
1782,문화칸타빌레아파트경로당,서울특별시 영등포구 대림동 1061번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800051,운영,37.4897649569956,126.897108947343
1781,구립제3경로당,서울특별시 영등포구 대림동 1025-66번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800050,운영,37.4887843653585,126.901195946938
1780,대림1동한신아파트경로당,서울특별시 영등포구 대림동 887-1번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800049,운영,37.4944781124108,126.903500958255
1779,구립신길7동제2경로당,서울특별시 영등포구 신길동 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800048,운영,37.5041663202169,126.91406973946
1778,보라매두산위브아파트경로당,서울특별시 영등포구 신길동 4497번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800047,운영,37.497262622131,126.914425840731
1777,보라매경남아너스빌아파트경로당,서울특별시 영등포구 신길동 4780번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800046,운영,37.4948797805032,126.909888661947
1776,6.25참전자경로당,서울특별시 영등포구 신길동 341-3번지 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800045,운영,37.5015214964502,126.905894870559
1775,구립신길4경로당,서울특별시 영등포구 신길동 ,,20080111,운영중,,,,,,,0.0,0.0,0.0,3180000200800044,운영,37.5041663202169,126.91406973946
1774,쌍용프레티넘시티경로당,서울특별시 영등포구 도림동 820번지 ,,20090408,운영중,,,,,,,24.0,0.0,0.0,3180000200900016,운영,37.5094303258056,126.894370975675
1773,신길뉴타운한화꿈에그린아파트경로당,서울특별시 영등포구 신길동 4937번지 ,,20090408,운영중,,,,,,,0.0,0.0,0.0,3180000200900015,운영,37.502963391709,126.909607748113
1772,리버뷰신안인스빌경로당,서울특별시 영등포구 문래동4가 67번지 ,,20090408,운영중,,,,,,,0.0,0.0,0.0,3180000200900014,운영,37.5141821203073,126.888574354924
1771,신대림한솔 솔파크경로당,서울특별시 영등포구 대림동 1123번지 ,,20090726,운영중,,,,,,,0.0,,,3180000201000028,운영,37.4873873070059,126.899432755484
1770,구립행복경로당,서울특별시 영등포구 대림동 ,,20100401,운영중,,,,,,,0.0,,,3180000201000027,운영,37.4925087229048,126.902006335554
1769,우성2차아파트경로당,서울특별시 영등포구 신길동 4518번지 우성2차아파트 ,,19890706,운영중,,,,,,,0.0,,,3180000201000026,운영,37.4982165063335,126.912565038201
1768,시범길 경로당,서울특별시 영등포구 신길동 411-6번지 ,,20080306,운영중,,,,,,,0.0,,,3180000201000025,운영,37.4983123187328,126.902919167594
1767,문래진주아파트경로당,서울특별시 영등포구 문래동5가 22번지 문래진주아파트 ,,20081226,운영중,,,,,,,0.0,,,3180000201000024,운영,37.5171739609813,126.884785741455
1766,문래해태아파트경로당,서울특별시 영등포구 문래동3가 13번지 해태아파트 ,,20081001,운영중,,,,,,,0.0,,,3180000201000023,운영,37.5171977306546,126.901390497317
1765,신동아파밀리에(아)경로당,서울특별시 영등포구 당산동1가 457번지 ,,20100513,운영중,,,,,,,0.0,,,3180000201000022,운영,37.519786915481,126.900391525962
1764,영등포아트자이아파트 경로당,서울특별시 영등포구 도림동 ,,20141216,운영중,,,,,,,0.0,,,3180000201400026,운영,37.5094388403259,126.895944463887
1763,한신(아) 경로당,서울특별시 영등포구 양평동1가 ,,19971001,운영중,,,,,,,0.0,,,3180000201400021,운영,37.5234622076973,126.888223442468
1762,당산코오롱(아) 경로당,서울특별시 영등포구 당산동1가 ,,20050205,운영중,,,,,,,0.0,,,3180000201400020,운영,37.5216623144433,126.898547402403
1761,동부센트레빌 경로당,서울특별시 영등포구 당산동3가 ,,20031029,운영중,,,,,,,0.0,,,3180000201400019,운영,37.5258485828122,126.89671357564
1760,영등포푸르지오1단지(아) 경로당,서울특별시 영등포구 영등포동 ,,20041215,운영중,,,,,,,0.0,,,3180000201400018,운영,37.5134118222975,126.906168599588
1759,롯데케슬엠파이어 경로당,서울특별시 영등포구 여의도동 ,,20100801,운영중,,,,,,,0.0,,,3180000201400017,운영,37.5267849150832,126.930167091136
1758,경우경로당,서울특별시 동대문구 답십리동 488-230번지 ,,19951219,운영중,,,,,,,28.0,0.0,0.0,3050000199500013,운영,37.5657771204478,127.056265562769
1756,제기2동경로당,서울특별시 동대문구 제기동 135-127번지 ,,19951219,운영중,,,,,,,71.0,0.0,0.0,3050000199500008,운영,37.5858840714203,127.035677930418
1754,청량리2동분회경로당,서울특별시 동대문구 청량리동 449-10번지 ,,19940901,운영중,,,,,,,98.0,0.0,0.0,3050000199400007,운영,37.5870176572773,127.045498932844
